,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2,25.00000000019793,25.00000000501592,25.00000000019793,25.000000000084015,25.000000003283503,25.000000003583466,25.000000002055913,25.000000000181103,25.000000000197588,25.00000000503053,25.00000000019793,25.000000000084015,25.000000003279638,25.00000000358341,25.000000002056822,25.000000000181103,25.000000000196167,25.000000005028994,25.00000000019776,25.000000000084015,25.000000003283787,25.00000000357852,25.000000002053298,25.000000000181103,25.0000000001981,25.000000005022912,25.000000000196565,25.000000000084015,25.000000003279695,25.000000003583295,25.000000002057163,25.000000000181103,25.00000000019611,25.000000005015977,25.00000000019793,25.000000000084015
3,25.00000000070287,25.000000008013217,25.00000000070287,25.000000000132843,25.000000005009667,25.00000000537068,25.00000000314236,25.00000000027336,25.000000000702528,25.000000008032202,25.00000000070287,25.00000000013307,25.000000005003415,25.000000005370566,25.00000000314367,25.000000000273587,25.000000000701107,25.000000008030383,25.0000000007027,25.00000000013307,25.00000000500995,25.000000005363006,25.000000003138553,25.000000000273417,25.000000000702926,25.000000008022425,25.000000000701505,25.000000000132843,25.000000005003585,25.000000005370396,25.00000000314418,25.00000000027336,25.000000000701107,25.000000008013444,25.00000000070287,25.000000000132843
4,25.00000000080513,25.00000000830829,25.00000000080513,25.00000000014427,25.000000006277105,25.00000000649237,25.00000000341771,25.000000000332932,25.000000000804846,25.000000008329494,25.00000000080513,25.00000000014461,25.00000000626858,25.000000006492087,25.000000003419302,25.000000000334012,25.000000000803823,25.000000008327333,25.000000000805016,25.000000000145008,25.000000006277503,25.00000000648174,25.00000000341288,25.000000000334012,25.000000000805244,25.000000008318466,25.00000000080405,25.000000000144496,25.00000000626892,25.000000006491973,25.000000003419984,25.000000000333443,25.000000000803823,25.00000000830852,25.00000000080513,25.000000000144382
5,25.000000000707814,25.00000000713021,25.000000000707814,25.000000000123066,25.00000000629126,25.0000000067692,25.000000002941647,25.000000000283023,25.000000000707644,25.0000000071488,25.000000000707814,25.00000000012335,25.000000006284324,25.00000000676897,25.000000002942954,25.000000000283876,25.00000000070696,25.000000007147037,25.0000000007077,25.00000000012369,25.000000006291657,25.000000006759194,25.000000002937384,25.000000000283876,25.000000000707814,25.000000007139136,25.00000000070702,25.000000000123293,25.00000000628461,25.0000000067688,25.000000002943523,25.000000000283478,25.00000000070696,25.00000000713044,25.000000000707814,25.000000000123123
6,25.00000000078802,25.000000006082757,25.000000000787963,25.000000000106013,25.00000000617223,25.000000006905964,25.000000002494573,25.000000000241016,25.000000000787963,25.000000006097707,25.00000000078802,25.00000000010624,25.000000006167113,25.000000006905736,25.00000000249571,25.000000000241755,25.000000000787963,25.000000006096286,25.00000000078802,25.000000000106468,25.000000006172684,25.00000000689613,25.000000002490992,25.000000000241755,25.000000000787963,25.000000006089863,25.000000000787793,25.000000000106184,25.000000006167284,25.000000006905566,25.000000002496165,25.000000000241414,25.000000000787963,25.000000006082985,25.00000000078802,25.00000000010607
7,25.000000000884995,25.00000000532674,25.00000000088494,25.000000000094246,25.000000005968502,25.00000000691341,25.000000002120146,25.000000000205773,25.000000000884995,25.000000005337768,25.000000000884995,25.00000000009436,25.000000005965035,25.000000006913126,25.000000002121112,25.0000000002064,25.00000000088545,25.0000000053368,25.000000000884995,25.00000000009453,25.000000005968957,25.000000006903292,25.000000002117304,25.0000000002064,25.00000000088494,25.00000000533197,25.000000000885223,25.000000000094246,25.000000005965205,25.000000006912956,25.00000000212151,25.000000000206114,25.00000000088545,25.00000000532691,25.000000000884995,25.00000000009419
8,25.000000000751243,25.000000004581864,25.000000000751186,25.00000000008339,25.000000005563606,25.00000000658548,25.000000001873218,25.00000000020333,25.000000000751243,25.000000004591925,25.000000000751243,25.000000000083503,25.00000000556281,25.000000006585253,25.000000001874128,25.00000000020441,25.00000000075164,25.000000004591072,25.000000000751243,25.0000000000839,25.00000000556406,25.00000000657633,25.000000001870433,25.000000000204352,25.000000000751186,25.000000004586695,25.000000000751413,25.00000000008339,25.000000005562924,25.000000006585026,25.00000000187447,25.000000000203897,25.00000000075164,25.00000000458209,25.000000000751243,25.000000000083332
9,25.000000000641023,25.00000000388644,25.000000000640966,25.000000000071736,25.00000000524892,25.00000000634401,25.000000001607475,25.00000000018923,25.000000000641023,25.000000003895025,25.000000000641023,25.00000000007185,25.00000000524915,25.000000006343726,25.000000001608328,25.00000000019054,25.00000000064142,25.00000000389423,25.000000000641023,25.000000000072248,25.00000000524932,25.000000006335256,25.000000001604974,25.00000000019031,25.000000000640966,25.00000000389059,25.000000000641194,25.000000000071736,25.000000005249262,25.000000006343555,25.00000000160867,25.0000000001898,25.00000000064142,25.000000003886612,25.000000000641023,25.000000000071736
