,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117
0,0.025836,2.9200928000000004,0.563409,0.025836,0.025836,0.02521,0.09410100000000002,0.02521,0.28922850000000005,0.1265964,0.146954,0.030581999999999998,0.07563,0.18820200000000004,0.030581999999999998,0.030581999999999998,0.09410100000000002,0.015290999999999999,0.18820200000000004,0.18820200000000004,0.09410100000000002,0.073477,0.05042,0.02521,2.8175086,0.030581999999999998,0.282303,0.025836,0.282303,0.02521,0.073477,0.015290999999999999,0.015290999999999999,0.030581999999999998,0.073477,0.07563,0.5563759,0.015290999999999999,0.030581999999999998,0.09410100000000002,0.073477,0.07750800000000001,0.015290999999999999,0.05042,0.025836,0.025836,0.18820200000000004,0.18820200000000004,0.025836,0.146954,0.045873000000000004,0.073477,0.025836,0.030581999999999998,0.045873000000000004,0.18820200000000004,0.030581999999999998,0.05042,0.015290999999999999,0.073477,0.05042,0.18820200000000004,0.146954,0.073477,0.073477,0.051672,0.18820200000000004,0.015290999999999999,0.025836,0.09410100000000002,0.18820200000000004,0.09410100000000002,0.05042,0.015290999999999999,0.02521,0.073477,0.025836,0.146954,0.030581999999999998,0.09410100000000002,0.025836,0.02521,0.02521,0.05042,0.02521,0.015290999999999999,0.05042,0.09410100000000002,0.2676717,0.051672,0.030581999999999998,0.05042,0.3199157,0.09410100000000002,0.05042,0.030581999999999998,0.09410100000000002,0.146954,0.015290999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.022796,3.1705702000000002,0.3752199,0.022796,0.022796,0.02521,0.106742,0.02521,0.276606,0.11170039999999999,0.16129,0.076452,0.07563,0.213484,0.076452,0.076452,0.106742,0.038226,0.213484,0.213484,0.106742,0.080645,0.05042,0.02521,2.1794231,0.076452,0.320226,0.022796,0.320226,0.02521,0.080645,0.038226,0.038226,0.076452,0.080645,0.07563,0.5563759,0.038226,0.076452,0.106742,0.080645,0.06838799999999999,0.038226,0.05042,0.022796,0.022796,0.213484,0.213484,0.022796,0.16129,0.11467800000000002,0.080645,0.022796,0.076452,0.11467800000000002,0.213484,0.076452,0.05042,0.038226,0.080645,0.05042,0.213484,0.16129,0.080645,0.080645,0.045592,0.213484,0.038226,0.022796,0.106742,0.213484,0.106742,0.05042,0.038226,0.02521,0.080645,0.022796,0.16129,0.076452,0.106742,0.022796,0.02521,0.02521,0.05042,0.02521,0.038226,0.05042,0.106742,0.29741070000000003,0.045592,0.076452,0.05042,0.29465779999999997,0.106742,0.05042,0.076452,0.106742,0.16129,0.038226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.033435,2.5766166,0.4040784,0.033435,0.033435,0.018207,0.063202,0.018207,0.3029004,0.16383150000000002,0.111112,0.06422,0.054621,0.126404,0.06422,0.06422,0.063202,0.03211,0.126404,0.126404,0.063202,0.055556,0.036414,0.018207,2.0882693,0.06422,0.189606,0.033435,0.189606,0.018207,0.055556,0.03211,0.03211,0.06422,0.055556,0.054621,0.6192168,0.03211,0.06422,0.063202,0.055556,0.10030499999999999,0.03211,0.036414,0.033435,0.033435,0.126404,0.126404,0.033435,0.111112,0.09633,0.055556,0.033435,0.06422,0.09633,0.126404,0.06422,0.036414,0.03211,0.055556,0.036414,0.126404,0.111112,0.055556,0.055556,0.06687,0.126404,0.03211,0.033435,0.063202,0.126404,0.063202,0.036414,0.03211,0.018207,0.055556,0.033435,0.111112,0.06422,0.063202,0.033435,0.018207,0.018207,0.036414,0.018207,0.03211,0.036414,0.063202,0.1784478,0.06687,0.06422,0.036414,0.32359730000000003,0.063202,0.036414,0.06422,0.063202,0.111112,0.03211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.030395,3.0120409000000006,0.36135990000000007,0.030395,0.030395,0.016807,0.037921,0.016807,0.3029004,0.14893549999999997,0.086022,0.045872,0.050421,0.075842,0.045872,0.045872,0.037921,0.022936,0.075842,0.075842,0.037921,0.043011,0.033614,0.016807,1.2015801,0.045872,0.11376300000000002,0.030395,0.11376300000000002,0.016807,0.043011,0.022936,0.022936,0.045872,0.043011,0.050421,0.49904560000000003,0.022936,0.045872,0.037921,0.043011,0.091185,0.022936,0.033614,0.030395,0.030395,0.075842,0.075842,0.030395,0.086022,0.06880800000000001,0.043011,0.030395,0.045872,0.06880800000000001,0.075842,0.045872,0.033614,0.022936,0.043011,0.033614,0.075842,0.086022,0.043011,0.043011,0.06079,0.075842,0.022936,0.030395,0.037921,0.075842,0.037921,0.033614,0.022936,0.016807,0.043011,0.030395,0.086022,0.045872,0.037921,0.030395,0.016807,0.016807,0.033614,0.016807,0.022936,0.033614,0.037921,0.1487088,0.06079,0.045872,0.033614,0.37516330000000003,0.037921,0.033614,0.045872,0.037921,0.086022,0.022936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.024316,2.9063547000000005,0.36135990000000007,0.024316,0.024316,0.014006,0.037921,0.014006,0.3155229,0.1191484,0.121864,0.04893,0.042018,0.075842,0.04893,0.04893,0.037921,0.024465,0.075842,0.075842,0.037921,0.060932,0.028012,0.014006,1.1021404000000001,0.04893,0.11376300000000002,0.024316,0.11376300000000002,0.014006,0.060932,0.024465,0.024465,0.04893,0.060932,0.042018,0.3385066,0.024465,0.04893,0.037921,0.060932,0.07294800000000001,0.024465,0.028012,0.024316,0.024316,0.075842,0.075842,0.024316,0.121864,0.073395,0.060932,0.024316,0.04893,0.073395,0.075842,0.04893,0.028012,0.024465,0.060932,0.028012,0.075842,0.121864,0.060932,0.060932,0.048632,0.075842,0.024465,0.024316,0.037921,0.075842,0.037921,0.028012,0.024465,0.014006,0.060932,0.024316,0.121864,0.04893,0.037921,0.024316,0.014006,0.014006,0.028012,0.014006,0.024465,0.028012,0.037921,0.20818679999999998,0.048632,0.04893,0.028012,0.5051285,0.037921,0.028012,0.04893,0.037921,0.121864,0.024465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.027356000000000002,2.4180873000000003,0.39022830000000003,0.027356000000000002,0.027356000000000002,0.012605,0.039326,0.012605,0.28922850000000005,0.13404439999999998,0.07885400000000001,0.058104,0.037815,0.078652,0.058104,0.058104,0.039326,0.029052,0.078652,0.078652,0.039326,0.039427000000000004,0.02521,0.012605,1.0689968,0.058104,0.117978,0.027356000000000002,0.117978,0.012605,0.039427000000000004,0.029052,0.029052,0.058104,0.039427000000000004,0.037815,0.5274836,0.029052,0.058104,0.039326,0.039427000000000004,0.082068,0.029052,0.02521,0.027356000000000002,0.027356000000000002,0.078652,0.078652,0.027356000000000002,0.07885400000000001,0.087156,0.039427000000000004,0.027356000000000002,0.058104,0.087156,0.078652,0.058104,0.02521,0.029052,0.039427000000000004,0.02521,0.078652,0.07885400000000001,0.039427000000000004,0.039427000000000004,0.054712000000000004,0.078652,0.029052,0.027356000000000002,0.039326,0.078652,0.039326,0.02521,0.029052,0.012605,0.039427000000000004,0.027356000000000002,0.07885400000000001,0.058104,0.039326,0.027356000000000002,0.012605,0.012605,0.02521,0.012605,0.029052,0.02521,0.039326,0.2676717,0.054712000000000004,0.058104,0.02521,0.4946029,0.039326,0.02521,0.058104,0.039326,0.07885400000000001,0.029052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.030395,2.9200928000000004,0.7077213,0.030395,0.030395,0.021008,0.037921,0.021008,0.28922850000000005,0.14893549999999997,0.053764,0.06422,0.063024,0.075842,0.06422,0.06422,0.037921,0.03211,0.075842,0.075842,0.037921,0.026882,0.042016,0.021008,1.0109865999999998,0.06422,0.11376300000000002,0.030395,0.11376300000000002,0.021008,0.026882,0.03211,0.03211,0.06422,0.026882,0.063024,0.43574450000000003,0.03211,0.06422,0.037921,0.026882,0.091185,0.03211,0.042016,0.030395,0.030395,0.075842,0.075842,0.030395,0.053764,0.09633,0.026882,0.030395,0.06422,0.09633,0.075842,0.06422,0.042016,0.03211,0.026882,0.042016,0.075842,0.053764,0.026882,0.026882,0.06079,0.075842,0.03211,0.030395,0.037921,0.075842,0.037921,0.042016,0.03211,0.021008,0.026882,0.030395,0.053764,0.06422,0.037921,0.030395,0.021008,0.021008,0.042016,0.021008,0.03211,0.042016,0.037921,0.2676717,0.06079,0.06422,0.042016,0.47355759999999997,0.037921,0.042016,0.06422,0.037921,0.053764,0.03211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.028875,2.7351459000000005,0.4040784,0.028875,0.028875,0.026611,0.023876000000000005,0.026611,0.276606,0.1414875,0.014336,0.051988,0.07983299999999999,0.04775200000000001,0.051988,0.051988,0.023876000000000005,0.025994,0.04775200000000001,0.04775200000000001,0.023876000000000005,0.007168,0.053222,0.026611,0.8783944,0.051988,0.071628,0.028875,0.071628,0.026611,0.007168,0.025994,0.025994,0.051988,0.007168,0.07983299999999999,0.4242808,0.025994,0.051988,0.023876000000000005,0.007168,0.08662500000000001,0.025994,0.053222,0.028875,0.028875,0.04775200000000001,0.04775200000000001,0.028875,0.014336,0.077982,0.007168,0.028875,0.051988,0.077982,0.04775200000000001,0.051988,0.053222,0.025994,0.007168,0.053222,0.04775200000000001,0.014336,0.007168,0.007168,0.05775,0.04775200000000001,0.025994,0.028875,0.023876000000000005,0.04775200000000001,0.023876000000000005,0.053222,0.025994,0.026611,0.007168,0.028875,0.014336,0.051988,0.023876000000000005,0.028875,0.026611,0.026611,0.053222,0.026611,0.025994,0.053222,0.023876000000000005,0.2676717,0.05775,0.051988,0.053222,0.33569819999999995,0.023876000000000005,0.053222,0.051988,0.023876000000000005,0.014336,0.025994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.031915,2.4709304000000003,0.4040784,0.031915,0.031915,0.016807,0.030898999999999996,0.016807,0.3155229,0.15638349999999998,0.02509,0.045872,0.050421,0.06179799999999999,0.045872,0.045872,0.030898999999999996,0.022936,0.06179799999999999,0.06179799999999999,0.030898999999999996,0.012545,0.033614,0.016807,0.7706688,0.045872,0.092697,0.031915,0.092697,0.016807,0.012545,0.022936,0.022936,0.045872,0.012545,0.050421,0.5105093,0.022936,0.045872,0.030898999999999996,0.012545,0.095745,0.022936,0.033614,0.031915,0.031915,0.06179799999999999,0.06179799999999999,0.031915,0.02509,0.06880800000000001,0.012545,0.031915,0.045872,0.06880800000000001,0.06179799999999999,0.045872,0.033614,0.022936,0.012545,0.033614,0.06179799999999999,0.02509,0.012545,0.012545,0.06383,0.06179799999999999,0.022936,0.031915,0.030898999999999996,0.06179799999999999,0.030898999999999996,0.033614,0.022936,0.016807,0.012545,0.031915,0.02509,0.045872,0.030898999999999996,0.031915,0.016807,0.016807,0.033614,0.016807,0.022936,0.033614,0.030898999999999996,0.1487088,0.06383,0.045872,0.033614,0.302552,0.030898999999999996,0.033614,0.045872,0.030898999999999996,0.02509,0.022936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.024316,2.7351459000000005,0.3463515000000001,0.024316,0.024316,0.009804,0.029494,0.009804,0.2503116,0.1191484,0.05018,0.058104,0.029412,0.058988,0.058104,0.058104,0.029494,0.029052,0.058988,0.058988,0.029494,0.02509,0.019608,0.009804,0.7955265,0.058104,0.08848199999999999,0.024316,0.08848199999999999,0.009804,0.02509,0.029052,0.029052,0.058104,0.02509,0.029412,0.40730649999999996,0.029052,0.058104,0.029494,0.02509,0.07294800000000001,0.029052,0.019608,0.024316,0.024316,0.058988,0.058988,0.024316,0.05018,0.087156,0.02509,0.024316,0.058104,0.087156,0.058988,0.058104,0.019608,0.029052,0.02509,0.019608,0.058988,0.05018,0.02509,0.02509,0.048632,0.058988,0.029052,0.024316,0.029494,0.058988,0.029494,0.019608,0.029052,0.009804,0.02509,0.024316,0.05018,0.058104,0.029494,0.024316,0.009804,0.009804,0.019608,0.009804,0.029052,0.019608,0.029494,0.1784478,0.048632,0.058104,0.019608,0.3251785,0.029494,0.019608,0.058104,0.029494,0.05018,0.029052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
